Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
11/22/2024,5718,50,Female,20.38,2.48,6.1,7,37,25,123,9.356125661,6,8,4
11/2/2024,1770,44,Female,21.48,3.27,5.78,7,47,54,16,4.144701655,7,4,4
8/5/2024,1469,22,Female,20.25,1.66,5.41,5,34,85,114,10.06281361,6,9,8
10/25/2024,7454,25,Male,23.67,8.96,9.3,3,59,199,154,10.95798587,5,9,8
11/3/2024,9536,42,Male,22.95,6.26,7.31,9,65,259,147,5.496457448,5,6,4
7/9/2024,6380,19,Female,20.47,2.77,6.3,6,27,139,36,10.80913055,7,2,10
5/18/2024,1333,59,Female,22.73,3.63,4.9,3,71,195,108,6.614262768,7,5,1
3/26/2024,7929,52,Male,21.82,5.62,7.8,2,12,53,142,9.355296514,5,5,5
4/27/2024,7935,38,Female,20.12,3.91,7.79,3,1,37,39,11.28619395,7,8,5
9/18/2024,9128,33,Male,21.77,3.98,6.21,6,7,273,76,5.621505621,7,2,5
2/5/2024,8045,39,Female,21.58,6.06,8.47,7,45,186,37,10.37175702,6,1,5
12/3/2024,6334,46,Female,20.25,1.66,5.41,8,18,66,114,7.28248476,9,5,9
5/30/2024,8001,44,Male,21.62,3.37,5.75,7,10,224,177,4.22916745,9,5,7
4/5/2024,6054,21,Male,20.3,2.53,6.23,6,69,290,21,5.059236908,6,7,10
9/17/2024,5722,44,Male,22.58,6.07,7.48,7,71,270,164,6.057417088,6,3,9
9/20/2024,4836,31,Male,20.13,3.3,7.17,1,43,229,164,5.02634794,6,7,3
10/17/2024,2388,59,Male,22.48,4.13,5.65,4,13,179,38,9.229818845,6,7,8
5/21/2024,1046,48,Male,22.67,7.01,8.34,7,48,141,156,11.67901789,7,3,3
4/8/2024,4483,56,Male,20.7,3.4,6.7,3,62,50,129,10.61112249,10,5,9
1/29/2024,2534,47,Female,23.15,3.88,4.73,8,50,291,54,4.488908609,8,4,9
8/12/2024,3684,49,Male,23.78,8.93,9.15,6,26,84,83,7.72445774,6,7,3
3/10/2024,5142,24,Male,23.6,5.13,5.53,6,35,63,6,8.27854532,6,10,8
7/8/2024,9287,43,Female,23.35,4.67,5.32,4,36,293,95,9.666592393,9,10,4
12/26/2024,2486,54,Female,23.8,6.23,6.43,3,22,147,108,7.213630922,7,1,7
8/25/2024,7925,54,Female,20.62,3.47,6.85,6,40,152,45,11.20902886,5,10,1
11/30/2024,7846,21,Male,22.37,6.47,8.1,7,30,289,81,10.59022472,9,1,9
11/7/2024,2041,57,Female,23.68,6.75,7.07,5,73,85,49,11.35084887,3,1,8
11/10/2024,4294,31,Male,23.8,5.27,5.47,5,10,234,39,5.274620944,6,7,6
12/26/2024,1409,23,Male,23.63,7.49,7.86,4,61,211,55,7.351608229,7,1,7
6/25/2024,6158,28,Male,20.4,4.42,8.02,2,74,143,95,7.575233271,7,5,8
11/20/2024,7861,48,Male,23.88,7.16,7.28,2,75,231,79,5.078730026,6,4,6
3/19/2024,7666,33,Male,21.43,2.18,4.74,3,20,42,88,8.300041643,5,8,7
4/20/2024,1003,38,Female,22.42,5.14,6.72,8,7,72,77,5.026656405,4,3,7
5/12/2024,6739,59,Female,23.18,6.25,7.07,2,73,107,121,10.29065324,7,9,3
7/18/2024,6776,55,Male,20.73,2.17,5.43,2,41,105,138,8.382300848,9,8,9
9/13/2024,6732,38,Female,21.58,2.71,5.12,9,0,54,114,8.730203486,5,9,5
12/8/2024,3083,28,Male,21.07,3.22,6.16,6,75,127,141,5.117523691,8,4,7
5/5/2024,7547,45,Male,22.47,7.7,9.23,1,68,32,44,6.560640791,4,7,6
8/9/2024,6144,52,Male,23.37,7.62,8.25,1,79,277,141,11.31251316,7,5,3
1/4/2024,5260,59,Male,23.53,4.16,4.63,10,28,228,146,5.441869215,7,5,1
5/8/2024,9299,22,Male,22.35,4.36,6.01,2,15,52,127,7.068015049,6,1,8
10/6/2024,4954,45,Male,23.33,7.19,7.85,9,39,178,128,6.578565427,5,4,10
1/9/2024,4484,40,Female,21.02,1.78,4.77,6,4,19,139,8.382090319,8,8,10
10/31/2024,6834,58,Male,20.92,1.42,4.51,5,0,216,159,10.63356113,8,5,3
7/20/2024,2942,54,Male,23.3,6.74,7.44,1,26,133,73,8.399831891,6,5,2
5/31/2024,8262,55,Male,21.92,3.92,6,1,16,228,26,6.491278312,9,9,6
11/16/2024,1533,50,Male,21.25,5.99,8.74,8,4,52,22,8.058561539,7,10,2
1/29/2024,3412,55,Male,23.33,5.04,5.7,7,43,115,107,11.05921155,7,6,5
7/16/2024,2195,33,Male,22.63,7.99,9.36,4,23,130,113,6.771998168,6,2,8
7/23/2024,6503,26,Female,20.97,2.65,5.68,5,88,265,146,6.73176906,9,2,9
12/24/2024,3113,59,Female,23.03,7.18,8.15,2,27,158,144,10.63089457,7,9,9
4/24/2024,7015,20,Female,23.58,4.72,5.13,9,50,144,144,11.16416096,6,4,3
1/16/2024,2373,55,Male,21.83,4.35,6.52,3,29,248,122,8.130718551,7,7,5
6/19/2024,9767,24,Female,23.8,6.27,6.47,4,10,191,80,9.740294908,10,3,8
10/20/2024,1815,42,Male,20.38,4.84,8.45,9,74,252,56,8.64565496,6,5,1
7/10/2024,7217,51,Male,20.67,3.99,7.32,6,10,64,150,7.713406123,9,1,1
7/9/2024,5302,44,Female,22.75,7.51,8.76,2,24,225,25,8.488148101,4,4,5
11/13/2024,3407,57,Female,23.08,5.13,6.05,10,13,77,172,8.364021011,6,7,4
12/18/2024,9544,52,Female,22.52,5.24,6.73,7,86,295,23,4.00100111,8,9,7
7/8/2024,5357,33,Male,20.35,2.48,6.13,7,20,94,37,8.008932392,7,10,10
10/31/2024,8298,43,Male,20.95,2.78,5.83,10,34,210,143,5.028570241,6,4,8
5/11/2024,9247,57,Female,20.87,2.73,5.87,2,48,47,133,8.661911451,5,1,8
1/13/2024,1740,43,Female,20,0.79,4.79,2,9,127,6,10.08607447,5,1,4
12/3/2024,8246,46,Female,21.8,7.28,9.48,4,8,291,178,10.80668518,8,9,5
12/30/2024,8120,24,Female,20.98,2.06,5.08,4,14,237,116,8.614086779,4,3,2
8/21/2024,7122,35,Male,23.6,4.85,5.25,10,21,23,139,11.23113075,5,4,7
1/30/2024,7088,59,Male,21.2,5.36,8.16,4,63,27,76,4.356150811,5,3,3
9/6/2024,7712,54,Female,23.27,6.2,6.94,5,4,119,101,4.946909849,5,8,1
9/20/2024,5158,50,Female,21.28,2.8,5.51,5,22,235,123,8.932303771,5,5,3
6/9/2024,9480,49,Female,21.87,4.94,7.07,2,33,283,162,8.059053333,6,9,5
9/14/2024,6181,38,Female,21.2,3.83,6.63,6,48,2,165,11.93335531,3,7,6
2/18/2024,5980,24,Male,22.43,7.17,8.74,8,75,240,92,11.2150494,8,2,9
5/26/2024,7589,41,Female,22.78,3.77,4.99,3,83,253,67,11.30127603,5,3,2
11/10/2024,5003,27,Female,23.88,9.35,9.47,9,36,185,31,11.21556808,5,1,9
6/12/2024,6560,32,Male,20.48,5.09,8.61,9,51,201,105,10.76329767,9,1,1
5/29/2024,3086,40,Male,23.53,8.85,9.32,4,56,71,56,6.827273794,6,9,4
6/16/2024,5316,35,Male,22.82,7.44,8.62,10,52,44,169,5.951887564,6,3,8
3/9/2024,7692,28,Female,22.98,5.74,6.76,6,15,158,13,7.095408907,6,1,8
2/29/2024,4532,49,Female,23.1,7.74,8.64,10,80,289,83,11.35438751,6,2,5
11/16/2024,8315,20,Male,22.97,4.48,5.52,5,20,105,102,6.567851789,8,3,2
5/24/2024,9917,24,Male,21.12,5.39,8.28,1,15,113,121,8.36207937,7,10,2
8/28/2024,5744,59,Male,21.7,4.73,7.03,2,84,215,13,11.34180647,8,6,10
2/5/2024,7121,59,Female,22.25,7.13,8.88,5,60,136,5,8.426969518,3,7,6
1/27/2024,4973,18,Female,22.85,5.03,6.18,5,14,0,14,9.862736652,6,7,7
10/4/2024,1907,49,Male,22.07,5.37,7.3,1,23,88,94,11.51546898,6,8,4
5/2/2024,4253,42,Female,21.33,2.44,5.1,5,85,70,12,8.878493264,7,5,6
7/7/2024,8549,51,Female,22.4,7.5,9.1,9,29,166,73,5.784507689,9,4,3
6/30/2024,1033,45,Female,21.93,5,7.06,10,50,46,25,6.010461497,8,4,10
6/30/2024,3083,37,Female,20.45,4.43,7.98,1,72,45,155,9.793646582,5,5,6
8/10/2024,6413,27,Female,21.43,2.83,5.4,8,5,51,14,5.122137708,6,8,8
6/13/2024,3689,23,Male,22.7,5.68,6.98,2,39,208,141,9.36977531,7,2,1
9/11/2024,3428,47,Female,20.77,6.07,9.3,4,24,274,4,6.747022317,8,3,7
10/15/2024,2867,39,Male,21.27,2.2,4.94,5,58,264,76,9.715587952,4,7,7
12/18/2024,4651,43,Male,20.17,3.44,7.27,6,52,274,117,5.239416273,7,5,3
10/16/2024,1109,18,Male,23.87,5.59,5.72,8,44,104,149,5.74618559,10,7,9
6/29/2024,7276,22,Female,20.67,5.32,8.65,10,0,97,25,8.187987074,6,4,3
2/12/2024,7052,45,Female,22.02,2.82,4.8,5,65,274,68,5.103524293,6,4,7
9/18/2024,2363,20,Male,22.8,6.94,8.14,7,63,64,80,7.044141679,4,4,2
3/21/2024,7222,34,Male,21.9,5.34,7.44,4,65,245,89,6.285673959,8,4,1
6/26/2024,1327,25,Female,21.35,5.56,8.21,7,0,219,90,7.231640348,8,3,8
6/4/2024,6604,40,Male,20.7,2.08,5.38,1,53,27,3,9.188216215,7,5,7
10/1/2024,5054,58,Female,21.65,3.07,5.42,6,68,150,88,7.680096777,5,4,10
3/8/2024,2100,55,Male,20.23,4.38,8.15,1,4,196,24,10.98330011,5,2,9
9/25/2024,4917,34,Female,23.77,4.9,5.13,2,57,88,98,7.610649706,10,6,7
1/22/2024,5469,54,Female,23.38,8.33,8.95,1,65,268,26,11.10140295,9,1,5
1/1/2024,4773,29,Male,21.45,4.36,6.91,1,0,31,135,10.56898901,8,8,10
1/25/2024,2990,23,Male,23.53,5.85,6.31,6,25,155,113,9.308298976,7,1,4
6/14/2024,8395,46,Female,23.58,6.54,6.96,2,28,190,105,8.552694098,6,2,7
5/11/2024,5535,28,Female,20.25,4.9,8.65,7,15,94,158,10.86688882,5,7,2
10/1/2024,7322,54,Male,22.45,7.16,8.71,6,2,242,95,9.076401127,8,3,8
12/24/2024,7073,37,Female,22.67,7.07,8.4,5,81,143,131,9.04508236,7,7,3
3/27/2024,9048,45,Male,23.43,8.48,9.05,2,31,115,173,7.98919716,9,6,2
10/9/2024,3661,52,Female,23.98,7.66,7.68,5,2,176,101,4.290185878,6,3,4
9/10/2024,7842,36,Male,22.2,3.9,5.7,1,24,260,156,9.079152623,3,3,1
1/16/2024,8508,19,Male,22.23,2.92,4.68,2,59,102,115,10.43015027,7,8,7
9/12/2024,3463,43,Female,21.35,3.4,6.05,4,15,246,62,8.191253024,7,1,8
12/2/2024,3997,30,Male,20.83,4.92,8.09,2,70,251,143,10.83202374,7,9,4
12/19/2024,7175,42,Female,22.82,6.67,7.85,5,75,240,114,11.26803344,6,3,5
3/28/2024,2853,57,Male,20.65,1.31,4.66,1,6,272,118,6.773123456,8,2,3
1/4/2024,2730,40,Male,20.63,1.82,5.18,10,78,4,126,9.159884295,6,8,10
12/21/2024,4669,40,Male,21.17,4.38,7.22,7,41,159,141,10.29572394,5,2,9
10/13/2024,8510,48,Female,23.63,5.56,5.93,10,57,116,78,8.779099932,7,5,9
1/5/2024,1061,43,Female,20.83,5.36,8.53,2,35,29,68,11.07297372,6,1,5
7/10/2024,1662,44,Male,20.78,4.62,7.84,8,2,272,49,4.815470443,7,6,8
12/27/2024,3617,52,Female,22.18,7.67,9.48,7,8,55,55,9.073299875,8,4,4
4/21/2024,2329,47,Male,22.85,6.45,7.6,8,3,80,48,11.83289736,7,9,5
9/12/2024,7088,26,Male,21.48,2.9,5.42,5,14,177,121,7.754586376,6,8,2
10/24/2024,6399,18,Female,22.88,4.05,5.17,9,37,174,28,8.694134111,6,8,1
7/23/2024,4873,23,Female,20.77,4.87,8.11,7,5,225,52,9.191350036,5,5,7
1/13/2024,7040,19,Male,21.18,5.24,8.06,10,36,128,59,5.88187664,10,8,4
7/23/2024,6502,36,Male,22.62,6.12,7.5,4,36,44,80,7.255768243,4,2,9
10/3/2024,1179,51,Male,22.23,6.5,8.27,6,84,287,179,9.245035297,5,6,2
8/28/2024,6776,53,Female,20.5,4.4,7.9,2,84,204,37,4.836901346,6,8,2
12/13/2024,3280,27,Female,23.62,5.3,5.69,6,36,90,78,9.392467622,8,5,2
7/31/2024,7258,21,Female,21.47,2.03,4.56,1,33,218,111,8.200570205,6,4,9
9/8/2024,9017,57,Female,20.38,3.99,7.6,5,84,7,27,10.82046226,5,4,6
8/13/2024,9469,47,Male,21.07,4.04,6.97,6,12,230,154,9.265819164,5,9,6
11/30/2024,9638,45,Female,21.32,2.49,5.17,7,87,89,49,11.05228238,5,8,8
6/15/2024,6344,27,Female,23.58,8.1,8.52,2,74,235,135,9.791684645,5,1,3
4/9/2024,7666,37,Female,23.15,4.57,5.42,2,21,74,98,8.626701885,6,3,3
5/9/2024,8951,31,Male,23.08,5.99,6.91,6,63,252,5,11.78363786,6,1,5
10/8/2024,9746,48,Female,22.47,5.62,7.15,8,8,259,38,10.09266722,9,8,3
11/6/2024,1667,18,Male,20.9,2.22,5.32,5,30,7,71,9.570890135,7,10,5
5/18/2024,9696,47,Male,20.32,5.5,9.19,10,55,213,41,11.91947012,6,6,6
9/23/2024,5771,18,Male,23.58,7.43,7.85,1,7,110,43,5.381398916,7,7,9
3/13/2024,8903,54,Female,20.75,5.17,8.42,5,14,92,126,5.344585178,7,1,9
8/11/2024,1940,55,Male,22.4,7.32,8.92,5,43,126,62,7.556068172,5,8,3
8/20/2024,5880,24,Male,21.42,3.55,6.13,1,77,130,58,10.75931951,5,7,5
4/29/2024,6457,19,Male,20.28,3.03,6.75,3,36,203,39,4.958043858,9,7,2
1/20/2024,3758,18,Male,21.13,5.05,7.92,2,25,77,43,6.855612556,7,1,3
7/29/2024,8949,21,Female,21.97,4.16,6.19,1,28,202,111,11.56947584,9,9,10
7/22/2024,9731,46,Male,21.03,6.07,9.03,2,11,202,178,7.133248164,6,7,5
1/30/2024,8014,26,Male,22.18,3.28,5.1,4,20,75,150,7.078711683,5,5,7
1/16/2024,9683,57,Female,23.45,7.8,8.35,10,63,170,16,10.55699896,7,7,5
8/12/2024,5170,39,Female,23.6,5.2,5.6,2,84,139,134,6.334911249,9,8,10
5/31/2024,5252,45,Female,20.87,4.4,7.53,3,58,104,12,9.866755599,8,1,5
2/7/2024,5204,54,Female,20.92,1.94,5.02,2,6,157,160,9.602606518,6,4,3
1/25/2024,6351,29,Female,21.48,6.22,8.73,3,51,80,123,4.93014521,6,3,10
1/1/2024,7700,21,Female,21.27,5.11,7.84,8,30,283,172,5.744397122,7,3,8
3/5/2024,2537,39,Male,21.15,3.96,6.81,3,38,85,75,4.498184847,8,6,10
2/5/2024,5993,45,Female,22.23,5.95,7.71,6,34,37,162,8.80820702,5,9,6
10/6/2024,7194,34,Male,22.37,4.9,6.53,10,53,170,120,9.017522243,7,9,5
4/11/2024,2304,58,Male,20.72,1.37,4.65,1,6,26,35,5.615947716,6,9,4
1/16/2024,4368,43,Male,22.18,2.9,4.71,8,49,19,35,10.25377813,6,2,4
10/18/2024,8978,32,Male,20.7,3.27,6.57,10,79,163,83,9.690126598,5,5,7
10/4/2024,3424,57,Male,23.68,4.65,4.96,3,56,33,72,8.088834452,4,2,10
7/9/2024,5199,36,Male,23.05,7.39,8.34,5,62,216,127,11.82542849,9,3,5
1/5/2024,9714,24,Male,23.15,6.81,7.66,2,66,199,30,5.862868455,7,2,6
3/28/2024,6628,27,Female,21.2,5.77,8.57,6,14,114,80,6.892962512,6,1,8
4/25/2024,5688,49,Male,22.48,4.71,6.23,10,13,127,84,9.319848202,9,3,6
11/9/2024,7715,31,Female,23.2,6.43,7.23,10,66,88,172,11.77529153,6,3,10
10/1/2024,9908,33,Female,20.55,2.55,6,6,21,211,171,6.844069659,6,4,5
12/22/2024,3201,21,Female,21.45,5.68,8.23,9,22,276,102,4.069433933,5,9,1
12/29/2024,5908,49,Male,20.53,3.03,6.5,1,79,145,53,10.71297282,6,2,9
4/16/2024,5692,44,Male,23.25,6.79,7.54,8,18,121,160,7.223998072,6,6,3
4/17/2024,7553,28,Female,22.17,6.9,8.73,3,26,181,48,9.460259676,6,4,6
12/17/2024,4915,54,Male,22.72,5.59,6.87,3,4,98,24,7.427784785,9,10,7
4/26/2024,4670,27,Female,20.65,3.03,6.38,1,47,290,70,10.14173149,6,5,9
7/7/2024,9711,57,Male,21.72,4.53,6.81,9,45,21,86,6.427625732,7,3,6
12/22/2024,3441,50,Male,20.88,2.64,5.76,5,68,86,102,6.573472373,4,8,1
5/24/2024,9702,24,Male,20.05,2.3,6.25,3,60,181,166,7.393776074,10,3,7
2/10/2024,1019,26,Male,23.17,6.43,7.26,2,17,235,62,7.554412288,8,10,8
2/8/2024,6926,53,Male,22.88,6.98,8.1,7,40,184,155,9.800833354,5,4,7
2/22/2024,1791,30,Female,22.5,7.06,8.56,8,80,40,12,9.874687025,8,10,4
1/19/2024,4091,21,Male,21.42,4.87,7.46,4,40,197,178,6.25908017,4,7,2
3/29/2024,2940,42,Male,23.07,5.93,6.86,2,84,250,48,5.998674416,7,2,5
7/4/2024,4937,32,Female,22.68,5.61,6.93,7,16,264,113,4.844109171,4,3,1
6/1/2024,3646,56,Female,21.18,3.33,6.15,6,86,122,82,7.013958337,6,3,2
5/8/2024,2298,18,Male,23.38,6.35,6.97,1,27,106,44,11.49934479,8,2,7
11/19/2024,8909,58,Female,23.9,4.68,4.78,5,21,239,56,11.59260798,9,2,2
11/4/2024,7800,39,Male,20.02,3.4,7.38,5,3,163,5,9.576104111,6,5,7
3/23/2024,8209,45,Male,20.7,4,7.3,9,89,132,14,9.813096226,4,10,5
8/18/2024,4617,51,Male,22.57,3.18,4.61,3,51,43,85,5.412300392,5,4,6
5/1/2024,4816,56,Male,22.1,7.59,9.49,4,84,140,126,11.69059696,9,3,8
1/18/2024,3249,42,Male,20.97,5.61,8.64,1,21,138,106,10.1990221,6,1,8
5/28/2024,7869,50,Male,22.8,5.21,6.41,3,51,16,35,11.22820361,7,9,2
9/25/2024,1542,47,Female,21.17,3.77,6.61,6,18,168,165,5.342394137,6,8,8
6/4/2024,1495,51,Female,20.23,2.9,6.67,1,14,286,154,7.135188631,3,1,3
6/25/2024,5116,56,Male,20.97,5.73,8.77,4,85,134,61,7.977963842,8,8,8
4/20/2024,6674,23,Male,22.62,5.41,6.79,7,54,182,18,9.780846349,9,9,4
11/16/2024,9066,46,Female,21.53,4.64,7.11,7,57,116,0,5.813144222,7,8,3
10/30/2024,2308,44,Female,23.98,7.15,7.17,10,68,20,151,9.063471044,8,9,5
11/22/2024,7893,21,Male,22.87,6.85,7.98,10,37,65,46,8.460039811,7,9,2
12/29/2024,3107,51,Female,23.87,8.08,8.21,3,71,32,43,9.532044367,5,9,4
4/23/2024,7304,41,Male,23.23,4.82,5.58,6,47,26,11,10.80873506,7,2,7
7/24/2024,4938,33,Female,23.27,5.51,6.24,1,15,84,51,9.093382944,7,1,9
7/10/2024,3955,48,Male,21.67,5.51,7.84,9,4,249,165,7.727641582,6,6,8
1/27/2024,1788,56,Female,21.87,4.33,6.46,2,0,3,3,6.328839244,7,2,9
10/11/2024,5597,33,Male,21.6,2.39,4.79,7,40,231,92,4.139985712,6,5,1
2/11/2024,5904,28,Male,21.95,5.75,7.8,3,37,66,40,9.212631424,8,6,8
7/8/2024,7465,27,Female,22.5,5.46,6.96,1,44,145,74,4.231010154,4,4,8
6/28/2024,1370,43,Female,20.62,3.81,7.2,7,89,17,177,9.668304859,7,1,3
1/22/2024,1340,55,Female,21.08,5.63,8.54,6,59,178,166,5.604114806,9,4,1
12/6/2024,3857,18,Female,22.58,4.42,5.84,7,21,120,177,4.612958511,8,8,10
6/21/2024,8501,54,Female,21.37,5.57,8.21,2,51,38,2,4.941745593,6,7,5
1/12/2024,9073,18,Female,21.92,2.65,4.73,2,13,191,174,11.75102284,4,3,4
2/9/2024,7530,28,Male,22.95,5.32,6.37,10,60,248,110,11.80713055,7,6,3
5/31/2024,5353,36,Male,23.28,7.8,8.52,5,22,172,168,11.44787901,6,6,1
12/15/2024,8468,24,Female,20.78,5,8.21,5,56,268,154,8.3468651,8,9,9
3/16/2024,8928,53,Female,21.48,3.12,5.64,3,76,222,120,5.824702147,7,5,6
4/10/2024,3739,43,Female,22.92,5.91,6.99,6,32,149,20,5.222873113,7,4,8
6/14/2024,2450,59,Male,21.53,4.58,7.05,3,8,211,7,6.148966297,8,6,9
1/31/2024,6643,33,Female,22.02,6.4,8.38,10,24,290,162,10.66567566,6,7,3
8/25/2024,9835,27,Male,22.25,4.62,6.37,3,88,35,3,6.226756543,6,7,10
5/7/2024,6895,46,Female,20.85,2.87,6.02,3,11,154,111,6.146648521,6,2,1
12/2/2024,8970,59,Male,23.37,6.44,7.07,9,18,208,7,6.069097343,7,3,2
8/29/2024,5482,24,Female,23.57,4.33,4.76,6,35,144,85,11.11623959,8,3,3
1/13/2024,6938,34,Female,23,5.05,6.05,3,8,140,167,7.214507669,4,1,8
7/17/2024,9944,50,Female,21.28,5.22,7.94,1,70,258,35,6.049766369,9,4,8
4/11/2024,3084,21,Male,21.78,2.76,4.98,7,48,255,135,8.826409501,9,6,8
1/6/2024,4426,42,Male,21.5,3.93,6.43,2,64,186,151,4.175813543,7,6,1
5/25/2024,7318,25,Female,22.02,5.65,7.63,6,57,139,132,4.472244615,8,8,3
3/17/2024,5914,53,Female,21.28,3.21,5.93,3,18,163,117,9.798571359,8,4,5
3/25/2024,7438,30,Female,21.48,2.58,5.1,9,39,88,100,8.318011648,7,10,9
12/12/2024,9365,40,Female,20.77,1.56,4.8,4,81,145,67,7.070711064,4,2,5
4/18/2024,5925,49,Female,20.28,4.02,7.74,1,88,153,4,9.560227067,8,9,9
6/28/2024,5056,54,Male,21.48,5.04,7.55,7,26,201,93,4.838925271,7,7,2
8/27/2024,2327,20,Male,23.9,8.39,8.49,8,58,16,170,9.573335295,4,5,8
12/20/2024,5784,31,Male,20.4,3.14,6.74,5,4,104,146,7.870375173,6,2,1
4/22/2024,2335,54,Female,22.68,3.95,5.27,6,33,60,55,10.32927421,4,6,7
9/2/2024,6232,59,Female,20.22,0.98,4.77,2,26,54,119,11.53353589,5,5,7
4/30/2024,3748,46,Female,21.95,3.38,5.43,6,52,69,8,8.140914326,7,5,10
12/8/2024,7781,28,Male,21.95,2.62,4.67,2,76,297,136,5.249612063,7,4,3
11/27/2024,2235,40,Male,21.97,3.48,5.51,2,40,146,131,7.207509888,6,8,2
1/4/2024,5179,22,Female,23.72,5.85,6.14,9,25,99,144,8.345765926,5,10,2
11/14/2024,3141,32,Female,22.13,3.37,5.23,1,78,147,56,9.668114042,8,9,9
3/15/2024,7981,35,Male,21.58,4.57,6.99,2,16,164,152,7.979719152,7,5,10
7/25/2024,7476,30,Male,22.75,8.12,9.37,2,35,153,9,9.994522841,5,1,7
9/30/2024,2024,49,Male,21.42,3.56,6.15,5,40,95,58,10.30642486,3,3,6
12/31/2024,5714,45,Female,20.38,0.97,4.59,2,50,111,137,11.60353442,5,5,7
1/4/2024,5582,32,Female,20.9,2.35,5.45,8,15,254,23,8.436318835,7,6,1
4/6/2024,9471,59,Female,21.87,3.76,5.89,2,50,88,77,8.128140347,8,6,5
4/26/2024,5019,28,Female,20.02,4.66,8.65,6,50,147,56,10.87647626,8,3,4
11/14/2024,8046,32,Female,22.5,7.88,9.38,9,71,285,35,7.968278475,5,2,4
1/20/2024,7470,31,Female,22.28,7.63,9.35,1,54,2,130,10.94223228,7,6,1
1/7/2024,8831,51,Female,20.47,3.68,7.22,1,44,16,163,8.090983294,7,2,2
6/6/2024,7495,30,Female,23.87,9.35,9.48,7,60,134,171,7.020368437,7,10,10
7/16/2024,1922,25,Female,20.9,1.96,5.06,8,38,246,113,8.263785373,9,10,10
4/15/2024,8442,49,Female,20.48,4.48,8,1,49,110,95,5.008488335,6,6,3
12/14/2024,4101,37,Female,21.37,4.15,6.78,6,0,20,175,10.07347201,8,5,7
9/16/2024,6781,30,Female,23.93,8.09,8.15,4,89,55,62,6.833310307,7,7,10
3/1/2024,4835,55,Female,22.95,6.17,7.22,7,74,31,144,9.047756017,6,10,8
4/12/2024,5719,50,Male,23.78,4.47,4.69,10,85,240,53,6.311915565,6,9,5
9/21/2024,2361,20,Female,20.2,4.46,8.26,6,86,237,15,8.026111207,4,4,8
5/19/2024,3312,33,Male,23.47,5.44,5.98,7,38,234,127,9.330762747,7,10,10
6/28/2024,1796,55,Male,20.67,1.62,4.95,9,36,165,139,8.899916057,4,1,4
11/2/2024,8609,23,Male,21.72,3.67,5.96,7,57,136,22,11.61435687,4,7,8
9/13/2024,6909,21,Male,22.15,4.28,6.13,4,35,284,179,5.748387692,9,4,9
2/7/2024,1758,42,Female,20.53,1.84,5.3,6,56,97,61,7.077552584,7,3,2
2/4/2024,8142,35,Female,22.6,6.98,8.38,10,79,155,97,7.965860862,7,3,4
11/24/2024,4009,32,Female,22.8,4.58,5.78,4,77,104,168,11.67861214,7,2,10
9/15/2024,7673,50,Male,23.58,7.59,8,2,48,237,173,4.079036853,6,2,10
11/27/2024,7967,32,Female,23.95,7.74,7.79,7,1,61,111,4.132304808,6,3,1
4/8/2024,1126,52,Female,20.37,3.71,7.34,6,15,27,162,7.168007731,8,7,7
7/29/2024,1132,22,Female,22.8,7.19,8.39,4,56,103,162,10.58284419,7,8,9
1/22/2024,7780,32,Male,20.57,1.88,5.32,2,13,277,140,5.720900728,8,8,10
10/2/2024,2736,40,Female,22.4,3.1,4.7,5,30,228,121,11.11869115,5,9,3
10/27/2024,1824,30,Male,21.15,5.8,8.65,6,84,157,81,9.435608938,5,7,6
10/5/2024,2741,35,Male,21.72,3.6,5.88,7,89,279,168,6.20325104,7,2,8
12/21/2024,1124,42,Female,23.58,7.75,8.16,3,41,273,120,9.220907214,10,5,1
1/6/2024,4987,18,Male,20.6,3.78,7.18,7,0,173,108,9.05792147,6,2,2
6/8/2024,9588,55,Female,23.27,4.12,4.85,1,4,70,175,4.862589391,6,2,10
6/3/2024,9492,20,Female,22.2,5.98,7.78,5,43,101,8,4.452917404,8,4,6
4/9/2024,3849,48,Female,21.3,4.32,7.02,1,68,3,15,4.564549979,7,2,1
6/5/2024,8087,39,Male,22.88,4.38,5.49,7,86,104,1,8.93069765,6,1,10
1/21/2024,6794,24,Female,22.98,5.07,6.08,2,14,236,23,7.264081852,8,8,8
1/9/2024,1250,57,Male,23.95,7.07,7.12,6,29,91,83,4.610296289,5,1,7
3/12/2024,4041,57,Female,23.92,5.53,5.61,4,39,219,122,6.85595622,6,7,10
1/24/2024,9825,35,Male,21.33,5.37,8.04,10,40,144,108,11.91080065,4,2,4
5/9/2024,5734,53,Female,22.2,4.41,6.21,7,59,277,73,9.802296675,5,6,9
5/7/2024,8261,54,Male,20.85,5.06,8.21,6,35,79,97,9.64594197,5,4,1
1/31/2024,8996,54,Male,20.55,2.62,6.07,7,58,258,16,10.69539464,6,3,1
11/5/2024,5637,19,Male,23.62,8.07,8.45,9,36,246,117,8.127056947,5,2,8
2/27/2024,5133,23,Female,23.15,8.3,9.15,10,57,272,52,9.713817966,3,3,4
9/12/2024,1308,44,Male,21.22,6.6,9.38,8,5,5,126,6.112200471,3,3,2
